text,page
Batora: Lost Haven (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/concept/10003930
TUNIC (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/concept/10002475
Lemon Cake (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/concept/10004988
Aspire Ina's Tale (English/Chinese Ver.),https://store.playstation.com/en-id/concept/10005537
LEGO® Bricktales (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/concept/10004925
GHOSTBUSTERS: THE VIDEO GAME REMASTERED (English/Korean Ver.),https://store.playstation.com/en-id/concept/233875
TEKKEN 7 (English),https://store.playstation.com/en-id/product/EP0700-CUSA06014_00-ASIAPLACEHOLDER0
"GigaBash (Simplified Chinese, English, Korean, Malay, Japanese, Traditional Chinese)",https://store.playstation.com/en-id/product/HP5294-PPSA06098_00-GIGABASH00ASIA05
"Soulstice (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",https://store.playstation.com/en-id/product/UP4735-PPSA03936_00-SOULSTICE0000000
"LOST EPIC (Simplified Chinese, English, Korean, Japanese)",https://store.playstation.com/en-id/product/HP0936-PPSA08062_00-6565999872366863
Riders Republic - Year 1 Pass (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/JP0001-PPSA01594_00-MADYEAR1PASS2021
Madden NFL 23 All Madden Edition PS5™ & PS4™ (English),https://store.playstation.com/en-id/product/UP0006-PPSA05481_00-DELUXEPOSTLAUNCH
"「Assassin’s Creed Odyssey - Digital Gold Edition」+「Assassin’s Creed The Ezio Collection - Digital Standard Edition」Bundle (Simplified Chinese, English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ODYSSEYEZIO00000
"「Assassin’s Creed Odyssey - Digital Gold Edition」+「Assassin’s Creed Origins - Digital Gold Edition」Bundle (Simplified Chinese, English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ODYSSEYORIGINS00
"Riders Republic Gold Edition PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",https://store.playstation.com/en-id/product/JP0001-PPSA01594_00-MADGOLDED0000000
DRAGON BALL: THE BREAKERS TP Token: 5400 (English Ver.),https://store.playstation.com/en-id/product/EP0700-CUSA29241_00-TPTK050000000000
DRAGON BALL: THE BREAKERS TP Token: 2250 (English Ver.),https://store.playstation.com/en-id/product/EP0700-CUSA29241_00-TPTK030000000000
DRAGON BALL: THE BREAKERS TP Token: 200 (English Ver.),https://store.playstation.com/en-id/product/EP0700-CUSA29241_00-TPTK010000000000
DRAGON BALL: THE BREAKERS TP Token: 3450 (English Ver.),https://store.playstation.com/en-id/product/EP0700-CUSA29241_00-TPTK040000000000
DRAGON BALL: THE BREAKERS TP Token: 1100 (English Ver.),https://store.playstation.com/en-id/product/EP0700-CUSA29241_00-TPTK020000000000
ONE PIECE: PIRATE WARRIORS 4 Character Pass (Add-On),https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-ASIA000000000001
"Assassin's Creed Odyssey - Digital Ultimate Edition (Simplified Chinese, English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIAPLACEHOLDER3
"Assassin's Creed Odyssey - Digital Gold Edition (Simplified Chinese, English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIAPLACEHOLDER2
ONE PIECE: PIRATE WARRIORS 4 (English Ver.),https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-ASIAFULLGAME0000
WWE 2K22 Deluxe Edition (English),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-WWE2K22DLXED0000
"Overcooked! All You Can Eat (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)",https://store.playstation.com/en-id/product/EP4064-PPSA01528_00-0538983162460184
WWE 2K22 Cross-Gen Digital Bundle (English),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-WWE2K22PS4PS5000
"Overcooked! 2 (Simplified Chinese, English, Korean, Japanese)",https://store.playstation.com/en-id/product/EP4064-CUSA10870_00-ASIA000000000000
"Grand Theft Auto V: Premium Edition & Great White Shark Card Bundle (English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/UP1004-CUSA00419_00-ASIA000000000011
"Red Dead Redemption 2:  Ultimate Edition (Simplified Chinese, English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/UP1004-CUSA03041_00-RDR2ULTMEDTNBUND
Riders Republic - Welcome Pack (Virtual Currency),https://store.playstation.com/en-id/product/JP0001-PPSA01594_00-BUNWELCOMEPACK05
Madden NFL 23 - 8900 Madden Points (English/Chinese Ver.),https://store.playstation.com/en-id/product/UP0006-CUSA30657_00-MP89000000000000
Riders Republic - Republic Coins Silver Pack (2300 Coins) (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/JP0001-PPSA01594_00-MADCRCPACK000003
Riders Republic - Republic Coins Gold Pack (4200 Coins) (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/JP0001-PPSA01594_00-MADCRCPACK000004
Riders Republic - Republic Coins Diamond Pack (6600 Coins) (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/JP0001-PPSA01594_00-MADCRCPACK000005
Assassin's Creed Odyssey - The Fate of Atlantis - EP 03 (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000031
Riders Republic - Republic Coins Bronze Pack (1050 Coins) (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/JP0001-PPSA01594_00-MADCRCPACK000002
Riders Republic - Republic Coins Base Pack (500 Coins) (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/JP0001-PPSA01594_00-MADCRCPACK000001
"Zoro Costume ""Zorojuro"" (English Ver.)",https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-ASIA000000000007
Assassin's Creed Odyssey - The Fate of Atlantis - EP 02 (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000030
Assassin's Creed Odyssey - The Fate of Atlantis - EP 01 (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000029
"Sanji Costume ""Soba Mask"" (English Ver.)",https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-ASIA000000000006
ONE PIECE: PIRATE WARRIORS 4 The Worst Generation Pack (English Ver.),https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-OPPW4EUCHARPCK01
ONE PIECE: PIRATE WARRIORS 4 Whole Cake Island Pack (English Ver.),https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-OPPW4NACHARAPCK0
WWE 2K22 The Whole Dam Pack for PS5™ (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-000000000000DLC5
WWE 2K22 Undertaker Immortal Pack for PS5™ (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-PREORDERIMMORTAL
Overcooked! 2 - Too Many Cooks Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4064-CUSA10870_00-ASIA000000000001
Red Dead Online: One Time Special Offer – 25 Gold Bars (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-CUSA03041_00-ASIAMPTION2INGDI
Red Dead Online: 55 Gold Bars (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-CUSA03041_00-ASIAMPTION2GLDI2
GTA Online: Criminal Enterprise Starter Pack (Add-On),https://store.playstation.com/en-id/product/UP1004-CUSA00419_00-STARTERPACKOG001
Red Dead Online: 25 Gold Bars (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-CUSA03041_00-ASIAMPTION2GLDI1
Red Dead Online: 245 Gold Bars (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-CUSA03041_00-ASIAMPTION2GLDI4
Red Dead Online: 350 Gold Bars (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-CUSA03041_00-ASIAMPTION2GLDI5
Overcooked! 2 - Surf 'n' Turf (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4064-CUSA10870_00-ASIA000000000003
Overcooked! 2 - Night of the Hangry Horde (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4064-CUSA10870_00-ASIA000000000006
Red Dead Online: 150 Gold Bars (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-CUSA03041_00-ASIAMPTION2GLDI3
Great White Shark Cash Card (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-CUSA00419_00-ASIA000000000007
Overcooked! 2 - Season Pass (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4064-CUSA10870_00-ASIA000000000005
Overcooked! 2 - Carnival of Chaos (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4064-CUSA10870_00-ASIA000000000007
Overcooked! 2 - Campfire Cook Off (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4064-CUSA10870_00-ASIA000000000004
WWE 2K22 SuperCharger for  PS5™ (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-SUPERCHARGER0000
WWE 2K22 Season Pass for PS5™ (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-SEASONPASS000000
WWE 2K22 MyRISE Mega-Boost for  PS5™ (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-MYRISEMEGABOOST0
WWE 2K22 nWo 4-Life Bonus Pack for PS5™ (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-0000000000000NWO
WWE 2K22 Most Wanted Pack (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-000000000000DLC2
WWE 2K22 Stand Back Pack (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-000000000000DLC3
WWE 2K22 Clowning Around Pack (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-000000000000DLC4
WWE 2K22 Banzai Pack (English Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-000000000000DLC1
ONE PIECE: PIRATE WARRIORS 4 Land of Wano Pack (English Ver.),https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-OPPW4NACHARAPCK2
"WWE 2K22 75,000 Virtual Currency Pack for PS5™ (English Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-VCP7500000000000
"WWE 2K22 200,000 Virtual Currency Pack for PS5™ (English Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-VCP2000000000000
"WWE 2K22 5,000 Virtual Currency Pack for PS5™ (English Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-VCP5000000000000
"WWE 2K22 450,000 Virtual Currency Pack for PS5™ (English Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-VCP4500000000000
"WWE 2K22 15,000 Virtual Currency Pack for PS5™ (English Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-VCP1500000000000
"WWE 2K22 35,000 Virtual Currency Pack for PS5™ (English Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA02460_00-VCP3500000000000
ONE PIECE: PIRATE WARRIORS 4 Anime Song Pack (English Ver.),https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-ASIA000000000004
"Nami Costume ""Onami"" (English Ver.)",https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-ASIA000000000005
"Luffy Costume ""Luffytaro"" (English Ver.)",https://store.playstation.com/en-id/product/UP0700-CUSA17196_00-ASIA000000000008
Assassin's Creed Odyssey - Season Pass (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000012
Assassin's Creed Odyssey - Legacy of the First Blade - EP03 (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000027
Assassin's Creed Odyssey Starter Pack (Add-On),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-STOREPACKBUNDLE0
Assassin's Creed Odyssey - The Fate of Atlantis (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000028
Assassin's Creed Odyssey - Legacy of the First Blade - EP02 (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000026
Assassin's Creed Odyssey – Legacy of the First Blade – EP01 (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000023
Assassin's Creed Odyssey - Legacy of the First Blade (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000024
Assassin's Creed Odyssey - Helix Credits Large Pack (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000017
Assassin's Creed Odyssey - Helix Credits Small Pack (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000015
Assassin's Creed Odyssey - Helix Credits Extra Large Pack (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000018
Assassin's Creed Odyssey - Helix Credits Medium Pack (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000016
Assassin's Creed Odyssey - Helix Credits XXL Pack (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000025
Madden NFL 23 - 5850 Madden Points (English/Chinese Ver.),https://store.playstation.com/en-id/product/UP0006-CUSA30657_00-MP58500000000000
Assassin's Creed Odyssey - Helix Credits Base Pack (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/EP0001-CUSA09303_00-ASIA000000000014
Madden NFL 23 - 200 Madden Points (English/Chinese Ver.),https://store.playstation.com/en-id/product/UP0006-CUSA30657_00-MP02000000000000
Madden NFL 23 - 12000 Madden Points (English/Chinese Ver.),https://store.playstation.com/en-id/product/UP0006-CUSA30657_00-MP12000000000000
Madden NFL 23 - 500 Madden Points (English/Chinese Ver.),https://store.playstation.com/en-id/product/UP0006-CUSA30657_00-MP05000000000000
Madden NFL 23 - 2800 Madden Points (English/Chinese Ver.),https://store.playstation.com/en-id/product/UP0006-CUSA30657_00-MP28000000000000
Madden NFL 23 - 1050 Madden Points (English/Chinese Ver.),https://store.playstation.com/en-id/product/UP0006-CUSA30657_00-MP10500000000000
Madden NFL 23 -  15000 (+3500 Bonus) Madden Points (English/Chinese Ver.),https://store.playstation.com/en-id/product/UP0006-CUSA30657_00-MP18500000000000
"NBA 2K23 Digital Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",https://store.playstation.com/en-id/product/UP1001-PPSA07169_00-NBA2K23DIGTLDLXE
"Grand Theft Auto V: Premium Edition & Whale Shark Card Bundle (English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/UP1004-CUSA00419_00-ASIA000000000012
"Grand Theft Auto Online (PlayStation®5) (Simplified Chinese, English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAOSTANDALONE01
"Grand Theft Auto V: Premium Edition & Megalodon Shark Card Bundle (English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/UP1004-CUSA00419_00-ASIA000000000013
"Grand Theft Auto V (PS4™ & PS5™) (Simplified Chinese, English, Korean, Traditional Chinese)",https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVCROSSGENBUND
Wo Long: Fallen Dynasty,https://store.playstation.com/en-id/concept/10004116
SKULL AND BONES (Game),https://store.playstation.com/en-id/concept/225700
Marvel's Midnight Suns Enhanced Edition (Game),https://store.playstation.com/en-id/concept/10002129
HUMANKIND™,https://store.playstation.com/en-id/concept/10004309
TEKKEN 8,https://store.playstation.com/en-id/concept/10006270
Exoprimal,https://store.playstation.com/en-id/concept/10001095
Star Wars: Tales from the Galaxy's Edge - Enhanced Edition,https://store.playstation.com/en-id/concept/10004699
OCTOPATH TRAVELER II PS4＆PS5 (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/concept/10005126
Like a Dragon: Ishin! PS4 & PS5 (Game),https://store.playstation.com/en-id/concept/10004480
ONE PIECE ODYSSEY PS4 & PS5  (incl.Indonesian） (English/Japanese Ver.),https://store.playstation.com/en-id/concept/235242
Street Fighter 6,https://store.playstation.com/en-id/concept/10001615
Medieval Dynasty (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/concept/10005204
"""SD GUNDAM BATTLE ALLIANCE"" Unit and Scenario Pack 1 ""Legend & Succession"" (English/Japanese Ver.)",https://store.playstation.com/en-id/product/JP0700-PPSA05163_00-SDGBAMISSCENAONE
"""SD GUNDAM BATTLE ALLIANCE"" Unit and Scenario Pack 2 ""Knights of Moon & Light"" (English/Japanese Ver.)",https://store.playstation.com/en-id/product/JP0700-PPSA05163_00-SDGBAMISSCENATWO
DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/concept/10000684
SD GUNDAM BATTLE ALLIANCE - Season Pass (Add-On),https://store.playstation.com/en-id/product/JP0700-PPSA05163_00-GBASEASONPASS001
New Tales from the Borderlands (English Ver.),https://store.playstation.com/en-id/concept/10002770
GTA+: Whale Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPLUS5
GTA+: Tiger Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPLUS2
GTA Online: Red Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPACK1
GTA Online: Whale Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPACK5
GTA+ (PlayStation®5) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAONLINEPLUS001
GTA Online: Tiger Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPACK2
GTA+: Red Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPLUS1
GTA Online: Bull Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPACK3
GTA Online: Megalodon Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPACK6
GTA Online: Great White Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPACK4
GTA+: Bull Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPLUS3
Saints Criminal Customs (English/Chinese/Japanese Ver.),https://store.playstation.com/en-id/product/EP4062-PPSA02807_00-SRCRIMCUSDLCSIEE
GTA+: Great White Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPLUS4
SD GUNDAM BATTLE ALLIANCE - Premium Sound & Data Pack (English/Japanese Ver.),https://store.playstation.com/en-id/product/JP0700-PPSA05163_00-SDGBABGMPREMIERE
Going Commando Cosmetic Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4062-PPSA02807_00-TACPACSDLC00SIEE
GTA+: Megalodon Shark Cash Card (PS5™) (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/UP1004-PPSA03420_00-GTAVPS5CASHPLUS6
Los Panteros American Muscle Bundle (English/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4062-PPSA02807_00-SRLOSPANDLC0SIEE
Idols Anarchy Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4062-PPSA02807_00-SRIDOLSDLC00SIEE
DEATHVERSE: LET IT DIE - PlayStation®Plus Bonus Pack (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-PPSA01425_00-EAGPSPLUS0000000
First Time Purchase Only: 550 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-PPSA01425_00-EAGVCDM000000004
5000 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-CUSA24058_00-EAGVCDM000000002
2800 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-PPSA01425_00-EAGVCDM000000001
First Time Purchase Only: 550 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-CUSA24058_00-EAGVCDM000000004
DEATHVERSE: LET IT DIE - PlayStation®Plus Bonus Pack (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-CUSA24058_00-EAGPSPLUS0000000
5000 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-PPSA01425_00-EAGVCDM000000002
2800 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-CUSA24058_00-EAGVCDM000000001
13500 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-CUSA24058_00-EAGVCDM000000003
1000 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-CUSA24058_00-EAGVCDM000000000
13500 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-PPSA01425_00-EAGVCDM000000003
1000 DEATH METAL - DEATHVERSE: LET IT DIE (English/Chinese/Korean Ver.),https://store.playstation.com/en-id/product/HP0747-PPSA01425_00-EAGVCDM000000000
Front to Back Cosmetic Pack (English/Chinese/Japanese Ver.),https://store.playstation.com/en-id/product/EP4062-PPSA02807_00-WHICHDLC0000SIEE
"NBA 2K22 - 450,000 VC (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA03669_00-VC60000000000000
Chicken Dinner Cosmetic Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4062-PPSA02807_00-CHICKENDLC00SIEE
"NBA 2K22 - 35,000 VC (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA03669_00-VC30000000000000
"NBA 2K22 - 200,000 VC (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA03669_00-VC50000000000000
"NBA 2K22 - 15,000 VC (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA03669_00-VC20000000000000
PGA TOUR 2K23 600 VC Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/UP1001-CUSA29052_00-000000000VCPACK1
"PGA TOUR 2K23 2,700 VC Pack (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-CUSA29052_00-000000000VCPACK3
"PGA TOUR 2K23 7,500 VC Pack (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-CUSA29052_00-000000000VCPACK4
PGA TOUR 2K23 600 VC Pack for PS5™ (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/UP1001-PPSA04390_00-000000000VCPACK1
"PGA TOUR 2K23 2,700 VC Pack for PS5™ (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA04390_00-000000000VCPACK3
"PGA TOUR 2K23 16,000 VC Pack for PS5™ (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA04390_00-000000000VCPACK5
"PGA TOUR 2K23 1,300 VC Pack for PS5™ (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-PPSA04390_00-000000000VCPACK2
HOT WHEELS™ - He-Man™ (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUNLEASHEDDLC50
"PGA TOUR 2K23 1,300 VC Pack (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-CUSA29052_00-000000000VCPACK2
"PGA TOUR 2K23 16,000 VC Pack (English/Chinese/Korean/Japanese Ver.)",https://store.playstation.com/en-id/product/UP1001-CUSA29052_00-000000000VCPACK5
HOT WHEELS™ - Haunted Customization Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC40
HOT WHEELS™ - He-Man™ (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC50
HOT WHEELS™ - Haunted Customization Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUNLEASHEDDLC40
HOT WHEELS™ - Gorilla Garage Module (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC34
HOT WHEELS™ - Gorilla Garage Module (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUNLEASHEDDLC34
HOT WHEELS™ - GOTY Upgrade Pack (Add-On),https://store.playstation.com/en-id/product/EP4356-PPSA02325_00-HWUGOTYUPGRADEPK
HOT WHEELS™ - Fun Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUNLEASHEDDLC66
HOT WHEELS™ - Dinopult Module (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC21
HOT WHEELS™ - Fun Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC66
HOT WHEELS™ - GOTY Upgrade Pack (Add-On),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUGOTYUPGRADEPK
HOT WHEELS™ - Cyberpunk Customization Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC47
HOT WHEELS™ - Dinopult Module (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUNLEASHEDDLC21
HOT WHEELS™ - Cyberpunk Customization Pack (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUNLEASHEDDLC47
HOT WHEELS™ - Corvette Stingray Convertible 2014 (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-PPSA02325_00-HWUNLEASHEDDLC35
HOT WHEELS™ - Corvette Stingray Convertible 2014 (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUNLEASHEDDLC35
HOT WHEELS™ - Classic Packard (English/Chinese/Korean/Japanese Ver.),https://store.playstation.com/en-id/product/EP4356-CUSA25503_00-HWUNLEASHEDDLC64
